,ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location,Germany,Denmark,Netherlands,Poland,Belarus,Latvia,Lithuania,Russian Federation,Italy,Albania,Austria,Bosnia and Herzegovina,Bulgaria,Croatia,Estonia,Finland,France,Greece,Hungary,The former Yugoslav Republic of Macedonia,Romania,United Kingdom of Great Britain and Northern Ireland,Slovakia,Slovenia,Switzerland,Czech Republic,Turkey,Ukraine,Serbia,Belgium,India,Bolivia (Plurinational State of),Chile,Azerbaijan,Myanmar,Bangladesh,Spain,Georgia,Iran (Islamic Republic of),Pakistan,Colombia,Iraq,Israel,Jordan,Syrian Arab Republic,Armenia,China,Kyrgyzstan,Mongolia,Lebanon,Bhutan,Republic of Moldova,Oman,Kenya,Tajikistan,Lao People's Democratic Republic,Ireland,Kazakhstan,Argentina,Brazil,Norway,Guyana,Ethiopia,Uzbekistan,Central African Republic,Democratic Republic of the Congo,Micronesia (Federated States of),Cameroon,Congo,Gabon,Ecuador,Canada,French Guiana (France),Cambodia,Guinea-Bissau,Guinea,El Salvador,Liechtenstein,Egypt,Libyan Arab Jamahiriya,Palestine,Algeria,Morocco,Luxembourg,Sweden
2472,853,Purisimeo,purisimeo,purisimeo,United States of America,USA,puy,Extinct,,,0.0,,34.6608,-120.4711,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,551,Pyu,pyu,pyu,Myanmar,MMR,,Extinct,,,0.0,,18.9424,94.8751,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,1549,Quapaw,quapaw,quapaw,United States of America,USA,qua,Extinct,,,0.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the WorldÕs Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",36.9494,-94.7877,"Northeastern Oklahoma; Quapaw, OK. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,791,Quileute,quileute,quileuts,United States of America,USA,qui,Extinct,,,0.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the WorldÕs Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",47.9083,-124.6365,"Quileute Reservation (at La Push) and Lower Hoh River Reservation, WA.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,87,Qwarenya,qwarenya,qwarenya,Ethiopia,ETH,,Extinct,,,0.0,David Appleyard,9.9207,38.3828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,443,Rangkas,rangkas,rangkas,India,IND,rgk,Extinct,,,0.0,van Driem 2007,30.0358,80.1342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,1288,Sanhaja of Srair,senhaja de Srair,senhaja de Srair,Morocco,MAR,sjs,Critically endangered,sinhaja srir,,0.0,"Cologne: Rdiger Kppe
Coon, 1939
Ethnologue
Mena Lafkioui, 2007. Atlas linguistique des varits berbres du Rif.
Renisio, 1932",34.8318,-4.9658," Northern Morocco, west of Tarifit area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,1314,Sei,sei,sei,Sierra Leone,SLE,,Extinct,,,0.0,Tucker Childs,7.5857,-12.5354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,1291,Sened,sened,sened,Tunisia,TUN,sds,Extinct,"Tmagourt / Tmagurt, Zenati",,0.0,"Ethnologue 
Ethnologue reports that in 1999, a few older adults still remembered a few words.",35.5858,10.8984,"The language used to be spoken in Sened and Tmagourt villages, northwest of Gabs, Southern of Tunisai.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,558,Sengmai,sengmai,sengmai,India,IND,,Extinct,Sekmai,,0.0,,24.6445,94.0567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,866,Serrano,serrano,serrano,United States of America,USA,ser,Extinct,,,0.0,Golla et al. ms.,34.1212,-117.2221,"San Manuel Reservation near San Bernardino, CA.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,2621,Seru,seru,seru,Malaysia,MYS,szd,Extinct,,,0.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",1.9195,111.2049,"In Kabong, 2nd division, Sarawak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,689,Seward Peninsula Inupiaq (Big Diomede Island),inupiaq de la pninsule de Seward (Grande Diomde),inuit de la Pennsula Seward (i. Gran Dimedes),Russian Federation,RUS,esk,Extinct,Qawiaraq,,0.0,"_. _. __________: _________ _________ _______ ____. Ñ _____ ____: ______________ _____. ______: ______, 1997. 84Ð86.",65.7853,-169.0686,Big Diomede Island in Chukchi Autonomous District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,108,Singa,singa,singa,Uganda,UGA,sgm,Extinct,,,0.0,Ethnolgue,-0.1373,33.695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,2049,Siraiya,siraya,siraiya,China,CHN,fos,Extinct,"Siraya, Baksa, Pepohoan",,0.0,,23.0013,120.3634,Taiwan Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,2161,Sishee,sishee,zire,New Caledonia (France),NCL,sih,Extinct,"ner, sch 	zch, ssh, Zire",,0.0,"Rivierre et al. 2003
http://fr.wikipedia.org/wiki/Langues_kanak",-21.7193,165.6738,Bourail region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,806,Siuslaw,siuslaw,siuslaw,United States of America,USA,sis,Extinct,,,0.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the WorldÕs Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",43.3773,-124.2371,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,413,Slovincian,slovince,eslovincio,Poland,POL,csb,Extinct,,,0.0,"Ewa Rzetelska-Feleszko: Slowinzisch. Ñ Lexikon der Sprachen des europischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopdie des europischen Ostens 10; Klagenfurt: Wieser, 2002. 509Ð512.",54.6484,17.2485,the parishes of Smo_dzino and Gardna in Pomerania in present-day Poland; an extinct outlying dialect of Kashubian not listed separately by the SIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,832,Southeastern Pomo,pomo du sud-est,pomo suroriental,United States of America,USA,pom,Extinct,,,0.0,,39.016,-122.6779,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,499,Southern Kamchadal,,,Russian Federation,RUS,,Extinct,,,0.0,"_. _. _______: ____________ ____. Ñ _____ ____: ______________ _____. ______: ______, 1997. 60Ð71.",52.6963,156.7089,"the southern part of Kamchatka, possibly mainly on the eastern coast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,677,Southern Khanty,khanty mridional,jant meridional,Russian Federation,RUS,kca,Extinct,,,0.0,"Daniel Abondolo: Khanty. Ñ The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 358Ð386.",60.4301,69.9829,"the lower Irtysh basin and on its tributaries, within Uvat County in TyumenÕ Province and Konda and Khanty-Mansiysk counties in Khanty-Mansi Autonomous District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,678,Southern Mansi,mansi du Sud,mans meridional,Russian Federation,RUS,mns,Extinct,Tavda Mansi,,0.0,"Laszlo Keresztes: Mansi. Ñ The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387Ð427.",58.4362,65.5664,"earlier the southern parts of Yekaterinburg Province and adjacent parts of neighbouring regions extending to the west of the Urals; the last speakers lived in the region of the lower Tavda, a tributary to the lower TobolÕ-Irtysh, in the border area of Nizhnyaya Tavda County in TyumenÕ Province and Tavda County in Yekaterinburg Province",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,1449,Soyot,soyote,tuva,Russian Federation,RUS,,Extinct,,,0.0,_. _. ________: ________-________-_______ _______. ____-___ 2003. ,52.0406,101.0659,Oka County of the Republic of Buryatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,1896,Subtiaba,subtiaba,subtiaba,Nicaragua,NIC,sut,Extinct,,,0.0,Location from Ethnologue,12.5266,-86.667,Planos de Len,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,560,Taman,taman,taman,Myanmar,MMR,tcl,Extinct,,,0.0,,25.1651,95.2514,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,2568,Tandia,tandia,tandia,Indonesia,IDN,tni,Extinct,,,0.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.8552,134.52200000000002,West Papua Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,2043,Taokas,taokas,taokas,China,CHN,bzg,Extinct,,,0.0,,24.4471,120.7232,Taiwan Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,2612,Te'un (Te'un Island),te'un (le de Te'un),teun (isla Te'un),Indonesia,IDN,tve,Extinct,,,0.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.9809,129.1394,"Transmigration area in south central Seram Island, Central Maluku, from Te'un Island, South Maluku, because of volcanic activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,2064,Tetete,tetete,tetete,Ecuador,ECU,teb,Extinct,,,0.0,"- Ethnolgue 2004
- Montaluisa 2008",-0.0109,-76.5966,"Near the Colombian border, eastern jungle in Cofn area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,799,Tillamook,tillamook,tilamuco,United States of America,USA,til,Extinct,,,0.0,,45.3449,-123.5309,"Along the northwest coast of Oregon, from the Nehalem River to the Siletz River.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,1738,Togoyo,togoyo,togoyo,Sudan,SDN,tgy,Extinct,,,0.0,Ethnologue,8.5049,24.7961,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,16,Tonjon,tonjon,tonjon,Cte d'Ivoire,CIV,tjn,Extinct,Jeri Tonjon,,0.0,Ethnologue,8.4397,-4.3807,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,1815,Tor,tor,tor,Brazil,BRA,trz,Extinct,,,0.0,"Databank Moore, 2008.",-6.6646,-61.4135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,2400,Tsetsaut,tsetsaut,tsetsaut,Canada,CAN,txc,Extinct,,,0.0,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",55.93600000000001,-129.9911,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,1534,Tunica,tunica,tunica,United States of America,USA,tun,Extinct,,,0.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the WorldÕs Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",31.1262,-92.0673,"Marksville, Avoyelles Parish, LA.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,778,Tututni,tututni,tututni,United States of America,USA,tuu,Extinct,,,0.0,,42.5756,-124.0688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,794,Twana,twana,tuana,United States of America,USA,twa,Extinct,,,0.0,,47.3344,-123.1607,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,644,Ubykh (Caucasus),oubykh (Causase),ubij (Cucaso),Russian Federation,RUS,uby,Extinct,,,0.0,,43.5585,39.8597,originally the Black Sea coast north from Khosta in what is now the southernmost part of Krasnodar Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,1062,Ubykh (Turkey),oubykh (Turquie),ubij  (Turqua),Turkey,TUR,uby,Extinct,,,0.0,"_. _. _______: ________ ____. Ñ _____ ____: __________ _____. ______: Academia, 2001. 146Ð156.",40.0402,28.0096,migr communities since 1864; the last speaker was from the village of Hacõ Osman Ky near the Sea of Marmara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,1811,Umutina,umutina,umutina,Brazil,BRA,umo,Extinct,"Barbados, Omotina",,0.0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)",-15.0425,-57.1026,"Brazil, western Mato Grosso State, on the Bugres River (a
tributary of the Paraguay), about 130 kms. to the northeast of Cuiab, Alto Paraguai and Barra do Bugres municipalities, Terra Indgena Umutina.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,797,Upper Chehalis,haut-chehalis,chehal alto,United States of America,USA,cjh,Extinct,,,0.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the WorldÕs Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",46.4111,-122.9949,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,777,Upper Umpqua,haut-umpqua,umpqua alto,United States of America,USA,,Extinct,,,0.0,,43.4476,-123.77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,2709,Uruava,uruava,uruava,Papua New Guinea,PNG,urv,Extinct,,,0.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.9821,155.3137,"Northeastern coast of Bongainville Island, Bougainville Province",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,1624,Urup,urup,urup,Brazil,BRA,,Extinct,,,0.0,"Moore, 2008.",-10.898,-61.809,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,856,Ventureo,ventureo,ventureo,United States of America,USA,veo,Extinct,,,0.0,,34.2809,-119.2979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
